date;brent;HSFO
28-Jun-16;46.58;37.94923077
29-Jun-16;48.885;37.07846154
30-Jun-16;48.44;37.02923077
1-Jul-16;48.06;37.17230769
4-Jul-16;48.01;39.32461538
5-Jul-16;45.81;40.19846154
6-Jul-16;45.455;38.94
7-Jul-16;45.86;39.44
8-Jul-16;44.615;38.09230769
11-Jul-16;44.735;39.16
12-Jul-16;46.09;38.03076923
13-Jul-16;44.78;37.72769231
14-Jul-16;46.11;38.04923077
15-Jul-16;46.55;38.66153846
18-Jul-16;45.71;37.96461538
19-Jul-16;45.75;37.93076923
20-Jul-16;45.98;38.32769231
21-Jul-16;45.585;37.47384615
22-Jul-16;44.14;36.84769231
25-Jul-16;43.765;37.26923077
26-Jul-16;43.63;36.2
27-Jul-16;42.985;36.32307692
28-Jul-16;41.89;35.20307692
29-Jul-16;41.62;35.11692308
1-Aug-16;40.26;34.35230769
2-Aug-16;40.295;33.67384615
3-Aug-16;40.715;34.19384615
4-Aug-16;41.69;32.73230769
5-Aug-16;42.01;32.25384615
8-Aug-16;43.63;33.9
9-Aug-16;43.655;34.63538462
10-Aug-16;42.69;34.88307692
11-Aug-16;44.36;34.73692308
12-Aug-16;45.485;33.96923077
15-Aug-16;47.24;36.02461538
16-Aug-16;48.285;37.21692308
17-Aug-16;48.675;38.29692308
18-Aug-16;49.77;39.00461538
19-Aug-16;49.7;40.00769231
22-Aug-16;48.55;40.68153846
23-Aug-16;49.24;40.54307692
24-Aug-16;48.11;39.07538462
25-Aug-16;49.125;39.36615385
26-Aug-16;49.54;39.06461538
30-Aug-16;47.68;39.86769231
31-Aug-16;46.27;39.73538462
1-Sep-16;44.905;40.64307692
2-Sep-16;45.84;39.72
5-Sep-16;46.785;38.50615385
6-Sep-16;46.205;37.50307692
7-Sep-16;46.8;40.06
8-Sep-16;49.32;39.48
9-Sep-16;48.295;39.34461538
12-Sep-16;47.91;40.17230769
13-Sep-16;46.57;40.73692308
14-Sep-16;45.935;38.98307692
15-Sep-16;46.295;39.25230769
16-Sep-16;45.805;38.19846154
19-Sep-16;46.565;38.87230769
20-Sep-16;45.64;39.16615385
21-Sep-16;46.545;39.24923077
22-Sep-16;47.285;40.10153846
23-Sep-16;46.86;40.39538462
26-Sep-16;46.61;40.36769231
27-Sep-16;44.885;39.40923077
28-Sep-16;45.2;39.74923077
29-Sep-16;48.355;38.97230769
30-Sep-16;48.115;40.74153846
3-Oct-16;48.17;40.50615385
4-Oct-16;49.04;42.02615385
5-Oct-16;49.755;41.01230769
6-Oct-16;50.225;42.56461538
7-Oct-16;50.295;42.61230769
10-Oct-16;51.37;44.34923077
11-Oct-16;50.455;43.46615385
12-Oct-16;49.79;44.57692308
13-Oct-16;49.78;44.37538462
14-Oct-16;49.785;43.52769231
17-Oct-16;49.985;44.60769231
18-Oct-16;50.085;44.12153846
19-Oct-16;51.615;44.17846154
20-Oct-16;50.065;44.92307692
21-Oct-16;50.235;44.98615385
24-Oct-16;49.56;44.44615385
25-Oct-16;49.075;45.11692308
26-Oct-16;48.905;45.11846154
27-Oct-16;49.18;44.35846154
28-Oct-16;48.92;44.18923077
31-Oct-16;46.615;44.06307692
1-Nov-16;45.925;44.01692308
2-Nov-16;44.18;42.96923077
3-Nov-16;43.95;41.56615385
4-Nov-16;43.11;41.68307692
7-Nov-16;43.14;41.73846154
8-Nov-16;43.74;41.67076923
9-Nov-16;43.76;41.67076923
10-Nov-16;43.845;40.98153846
11-Nov-16;42.46;42.09846154
14-Nov-16;41.91;41.01230769
15-Nov-16;44.405;40.41692308
16-Nov-16;45.11;40.49692308
17-Nov-16;44.635;41.98769231
18-Nov-16;44.44;42.13076923
21-Nov-16;47.07;41.79384615
22-Nov-16;47.075;43.65538462
23-Nov-16;47.53;44.84461538
24-Nov-16;47.675;44.89692308
25-Nov-16;46.36;44.36153846
28-Nov-16;47.59;44.61538462
29-Nov-16;45.785;43.37846154
30-Nov-16;49.08;44.55538462
1-Dec-16;52.435;44.11076923
2-Dec-16;52.52;47.66615385
5-Dec-16;53.445;47.69846154
6-Dec-16;52.38;48.71230769
7-Dec-16;51.905;49.66769231
8-Dec-16;51.95;49.13076923
9-Dec-16;52.44;48.38
12-Dec-16;54.275;49.31692308
13-Dec-16;54.08;51.81846154
14-Dec-16;53.645;50.25384615
15-Dec-16;52.185;50.18615385
16-Dec-16;53.93;49.99076923
19-Dec-16;54.11;50.58153846
20-Dec-16;55.055;51.85076923
21-Dec-16;54.125;50.93384615
22-Dec-16;54.19;51.10307692
23-Dec-16;53.64;50.54307692
28-Dec-16;55.405;50.51384615
29-Dec-16;55.265;50.79538462
30-Dec-16;54.94;51.81846154
3-Jan-17;54.855;52.15692308
4-Jan-17;54.48;52.08
5-Jan-17;54.845;51.82615385
6-Jan-17;55.83;51.94307692
9-Jan-17;54.22;52.86307692
10-Jan-17;53.21;53.18
11-Jan-17;53.815;52.57846154
12-Jan-17;54.92;50.90769231
13-Jan-17;54.5;49.16615385
16-Jan-17;54.34;50.99846154
17-Jan-17;54.77;52.35230769
18-Jan-17;54.2;51.79076923
19-Jan-17;53.305;51.42923077
20-Jan-17;54.715;51.38769231
23-Jan-17;54.83;49.91076923
24-Jan-17;55.04;49.02153846
25-Jan-17;54.85;50.16769231
26-Jan-17;55.885;49.95076923
27-Jan-17;54.88;48.83538462
30-Jan-17;54.85;49.65846154
31-Jan-17;55.745;49.72461538
1-Feb-17;55.8;47.82615385
2-Feb-17;56.17;47.87692308
3-Feb-17;56.165;48.75846154
6-Feb-17;55.13;50.11076923
7-Feb-17;54.045;49.87692308
8-Feb-17;54.39;49.20615385
9-Feb-17;54.34;48.56769231
10-Feb-17;55.625;49.14307692
13-Feb-17;54.425;49.36769231
14-Feb-17;55.24;50.51384615
15-Feb-17;54.68;49.52615385
16-Feb-17;54.34;49.75230769
17-Feb-17;54.44;50.49538462
20-Feb-17;55.13;49.51692308
21-Feb-17;56.3;49.69538462
22-Feb-17;55.05;49.81384615
23-Feb-17;56.11;49.35538462
24-Feb-17;55.28;49.70769231
27-Feb-17;55.27;49.68153846
28-Feb-17;54.31;50.78307692
1-Mar-17;55.265;50.50307692
2-Mar-17;54.055;49.90153846
3-Mar-17;54.07;48.78153846
6-Mar-17;54.59;48.57538462
7-Mar-17;54.875;48.26307692
8-Mar-17;53.795;49.16
9-Mar-17;50.76;49.03846154
10-Mar-17;50.675;47.99076923
13-Mar-17;50.15;46.36923077
14-Mar-17;49.205;45.44769231
15-Mar-17;50.46;44.68923077
16-Mar-17;50.48;44.81384615
17-Mar-17;50.71;45.90615385
20-Mar-17;50.86;45.29384615
21-Mar-17;50.18;44.96615385
22-Mar-17;49.59;45.01384615
23-Mar-17;49.925;44.29846154
24-Mar-17;49.95;44.34461538
27-Mar-17;50.045;44.03846154
28-Mar-17;50.785;43.82769231
29-Mar-17;51.4;44.30615385
30-Mar-17;52.235;44.95230769
31-Mar-17;51.915;45.64461538
3-Apr-17;52.075;46.06307692
4-Apr-17;53.205;46.52307692
5-Apr-17;53.475;46.30153846
6-Apr-17;53.63;48.11076923
7-Apr-17;54.12;47.99846154
10-Apr-17;54.975;49.36153846
11-Apr-17;54.665;49.28923077
12-Apr-17;54.845;49.5
13-Apr-17;54.935;49.95692308
18-Apr-17;53.5;49.52461538
19-Apr-17;52.905;49.13692308
20-Apr-17;51.39;48.88461538
21-Apr-17;50.455;49.20153846
24-Apr-17;50.155;47.84307692
25-Apr-17;50.415;47.51076923
26-Apr-17;51.005;47.19846154
27-Apr-17;49.485;46.48461538
28-Apr-17;50.39;46.69384615
2-May-17;49.69;46.20615385
3-May-17;48.865;46.72153846
4-May-17;47.47;46.80461538
5-May-17;47.735;46.35846154
8-May-17;47.065;46.16769231
9-May-17;47.405;44.75692308
10-May-17;48.79;45.63230769
11-May-17;49.73;45.39230769
12-May-17;49.47;46.73692308
15-May-17;51.39;46.68615385
16-May-17;51.17;47.39230769
17-May-17;51.585;47.65076923
18-May-17;51.82;47.27846154
19-May-17;52.79;48.05692308
22-May-17;53.385;48.69230769
23-May-17;53.425;48.73384615
24-May-17;53.525;48.01230769
25-May-17;52.555;49.23692308
26-May-17;51.21;49.74769231
30-May-17;50.615;47.34
31-May-17;49.26;47.17230769
1-Jun-17;50.06;47.05076923
2-Jun-17;48.85;46.65692308
5-Jun-17;48.045;46.79230769
6-Jun-17;48.235;45.93692308
7-Jun-17;47.215;46.64307692
8-Jun-17;46.585;45.74153846
9-Jun-17;46.985;46.09846154
12-Jun-17;47.425;45.51230769
13-Jun-17;46.795;45.30923077
14-Jun-17;45.62;45.31230769
15-Jun-17;45.805;45.67692308
16-Jun-17;46.015;45.47846154
19-Jun-17;46.145;44.57846154
20-Jun-17;44.28;44.75538462
21-Jun-17;44.6;44.97538462
22-Jun-17;44.65;44.93230769
23-Jun-17;44.465;44.14769231
26-Jun-17;44.62;43.62
27-Jun-17;46.175;44.05076923
28-Jun-17;46.465;44.84307692
29-Jun-17;47.075;45.00153846
30-Jun-17;47.39;45.49076923
3-Jul-17;48.95;46.00307692
4-Jul-17;49.285;46.79230769
5-Jul-17;47.625;46.55538462
6-Jul-17;48.6;46.85846154
7-Jul-17;46.525;46.01384615
10-Jul-17;46.78;45.05230769
11-Jul-17;46.525;44.64153846
12-Jul-17;47.005;43.78923077
13-Jul-17;47.895;45.48153846
14-Jul-17;48.03;44.86461538
17-Jul-17;48.005;45.78307692
18-Jul-17;47.79;46.14615385
19-Jul-17;48.605;45.45846154
20-Jul-17;48.68;46.00923077
21-Jul-17;47.91;47.24
24-Jul-17;47.965;46.43384615
25-Jul-17;49.355;45.19384615
26-Jul-17;50.09;45.91230769
27-Jul-17;50.74;47.23230769
28-Jul-17;51.705;47.36769231
31-Jul-17;51.785;47.26923077
1-Aug-17;50.915;48.02769231
2-Aug-17;52.17;48.47692308
3-Aug-17;52.905;46.95230769
4-Aug-17;52.46;47.24769231
7-Aug-17;51.455;46.91846154
8-Aug-17;52.145;47.76
9-Aug-17;51.97;48.35692308
10-Aug-17;52.385;48.32307692
11-Aug-17;51.485;46.68307692
14-Aug-17;51.19;47.21384615
15-Aug-17;49.765;46.35384615
16-Aug-17;50.32;46.80307692
17-Aug-17;50.13;45.86153846
18-Aug-17;50.915;46.58153846
21-Aug-17;51.605;47.64615385
22-Aug-17;51.89;47.00923077
23-Aug-17;52.075;46.7
24-Aug-17;51.91;47.22461538
25-Aug-17;52.075;47.45692308
29-Aug-17;51.75;47.40923077
30-Aug-17;51.865;47.33692308
31-Aug-17;52.735;47.55692308
1-Sep-17;53.015;46.96615385
4-Sep-17;52.66;48.05230769
5-Sep-17;53.835;48.24
6-Sep-17;54.695;49.42
7-Sep-17;53.965;50.51692308
8-Sep-17;54.43;50.09692308
11-Sep-17;53.97;49.28
12-Sep-17;55.03;49.10615385
13-Sep-17;55.86;50.11384615
14-Sep-17;56.735;51.43230769
15-Sep-17;56.595;51.14153846
18-Sep-17;55.365;51.57230769
19-Sep-17;56.075;51.37076923
